Cond1,Cond2,Shared,Total_Genes_Cond1,Percentage_Shared_Cond1,pvalue,-log(p)
BCR signaling,immune activation - generic cluster,2,347,0.58,8.088350052802794e-18,17.0921400613351
BCR signaling,immune activation - generic cluster,2,347,0.58,8.088350052802794e-18,17.0921400613351
BCR signaling,B cell development/activation,4,12,33.33,0.012820512820512817,1.8920946026904806
BCR signaling,B cell development/activation,4,12,33.33,0.012820512820512817,1.8920946026904806
"immuregulation - monocytes, T and B cells",enriched in B cells (I),5,53,9.43,4.3703744419157735e-7,6.3594813522535425
"immuregulation - monocytes, T and B cells",enriched in B cells (I),5,53,9.43,4.3703744419157735e-7,6.3594813522535425
"immuregulation - monocytes, T and B cells",enriched in B cells (VI),2,13,15.38,9.211983869816231e-7,6.035646831156779
"immuregulation - monocytes, T and B cells",enriched in B cells (VI),2,13,15.38,9.211983869816231e-7,6.035646831156779
"immuregulation - monocytes, T and B cells",cytokines - recepters cluster,2,13,15.38,2.2114108801415326e-4,3.6553305580093403
"immuregulation - monocytes, T and B cells",cytokines - recepters cluster,2,13,15.38,2.2114108801415326e-4,3.6553305580093403
"immuregulation - monocytes, T and B cells","plasma cells & B cells, immunoglobulins",2,13,15.38,8.148524392681047e-10,9.088921030049939
"immuregulation - monocytes, T and B cells","plasma cells & B cells, immunoglobulins",2,13,15.38,8.148524392681047e-10,9.088921030049939
"immuregulation - monocytes, T and B cells",B cell surface signature,2,13,15.38,6.6162509503643005e-16,15.179388030618217
"immuregulation - monocytes, T and B cells",B cell surface signature,2,13,15.38,6.6162509503643005e-16,15.179388030618217
B cell development/activation,regulation of antigen presentation and immune response,3,81,3.7,2.336274821133304e-9,8.631476071541858
B cell development/activation,regulation of antigen presentation and immune response,3,81,3.7,2.336274821133304e-9,8.631476071541858
B cell development/activation,enriched in monocytes (II),2,189,1.06,5.131642430336009e-14,13.289743612613188
B cell development/activation,enriched in monocytes (II),2,189,1.06,5.131642430336009e-14,13.289743612613188
B cell development/activation,immune activation - generic cluster,4,347,1.15,2.534218247523173e-12,11.59615598629019
B cell development/activation,immune activation - generic cluster,4,347,1.15,2.534218247523173e-12,11.59615598629019
B cell development/activation,enriched in B cells (I),2,53,3.77,2.7111503982107875e-9,8.566846389722613
B cell development/activation,enriched in B cells (I),2,53,3.77,2.7111503982107875e-9,8.566846389722613
B cell development/activation,enriched in B cells (II),2,43,4.65,1.494940821272643e-8,7.825375998980642
B cell development/activation,enriched in B cells (II),2,43,4.65,1.494940821272643e-8,7.825375998980642
B cell development/activation,BCR signaling,4,12,33.33,0.012820512820512817,1.8920946026904806
B cell development/activation,BCR signaling,4,12,33.33,0.012820512820512817,1.8920946026904806
"CCR1, 7 and cell signaling",regulation of antigen presentation and immune response,3,81,3.7,1.8902587189169494e-8,7.72347875005517
"CCR1, 7 and cell signaling",regulation of antigen presentation and immune response,3,81,3.7,1.8902587189169494e-8,7.72347875005517
"CCR1, 7 and cell signaling",enriched in monocytes (II),2,189,1.06,9.236956374604834e-13,12.03447110750988
"CCR1, 7 and cell signaling",enriched in monocytes (II),2,189,1.06,9.236956374604834e-13,12.03447110750988
"CCR1, 7 and cell signaling",immune activation - generic cluster,2,347,0.58,7.787610491748567e-15,14.108595778455884
"CCR1, 7 and cell signaling",immune activation - generic cluster,2,347,0.58,7.787610491748567e-15,14.108595778455884
"CCR1, 7 and cell signaling",enriched in monocytes (III),4,10,40,0.012820512820512798,1.8920946026904812
"CCR1, 7 and cell signaling",enriched in monocytes (III),4,10,40,0.012820512820512798,1.8920946026904812
"CCR1, 7 and cell signaling",enriched in monocytes (IV),2,10,20,8.915513809500843e-9,8.049853622965259
"CCR1, 7 and cell signaling",enriched in monocytes (IV),2,10,20,8.915513809500843e-9,8.049853622965259
lymphocyte generic cluster,regulation of antigen presentation and immune response,2,81,2.47,1.039634326912985e-15,14.983119389287637
lymphocyte generic cluster,regulation of antigen presentation and immune response,2,81,2.47,1.039634326912985e-15,14.983119389287637
lymphocyte generic cluster,enriched in T cells (I),2,62,3.23,3.854950908834647e-14,13.4139811481339
lymphocyte generic cluster,enriched in T cells (I),2,62,3.23,3.854950908834647e-14,13.4139811481339
lymphocyte generic cluster,T cell activation (I),2,50,4,6.558177063886811e-13,12.183216862013879
lymphocyte generic cluster,T cell activation (I),2,50,4,6.558177063886811e-13,12.183216862013879
lymphocyte generic cluster,immune activation - generic cluster,11,347,3.17,4.806352251557065e-9,8.318184403465233
lymphocyte generic cluster,immune activation - generic cluster,11,347,3.17,4.806352251557065e-9,8.318184403465233
lymphocyte generic cluster,enriched in B cells (I),2,53,3.77,3.0655250997408417e-13,12.513495123629287
lymphocyte generic cluster,enriched in B cells (I),2,53,3.77,3.0655250997408417e-13,12.513495123629287
lymphocyte generic cluster,enriched in B cells (II),2,43,4.65,4.571025067664694e-12,11.339986397017691
lymphocyte generic cluster,enriched in B cells (II),2,43,4.65,4.571025067664694e-12,11.339986397017691
lymphocyte generic cluster,"T & B cell development, activation",3,17,17.65,6.704170099241579e-11,10.173654975251166
lymphocyte generic cluster,"T & B cell development, activation",3,17,17.65,6.704170099241579e-11,10.173654975251166
lymphocyte generic cluster,enriched in naive and memory B cells,2,17,11.76,4.1605991262741844e-5,4.380844126464665
lymphocyte generic cluster,enriched in naive and memory B cells,2,17,11.76,4.1605991262741844e-5,4.380844126464665
lymphocyte generic cluster,T cell surface signature,2,17,11.76,1.3782979023204594e-9,8.860656904815007
lymphocyte generic cluster,T cell surface signature,2,17,11.76,1.3782979023204594e-9,8.860656904815007
enriched in NK cells (II),regulation of antigen presentation and immune response,2,81,2.47,1.8160424289778596e-20,19.740874009088227
enriched in NK cells (II),regulation of antigen presentation and immune response,2,81,2.47,1.8160424289778596e-20,19.740874009088227
enriched in NK cells (II),enriched in T cells (I),6,62,9.68,3.7891502375280477e-13,12.421458174868611
enriched in NK cells (II),enriched in T cells (I),6,62,9.68,3.7891502375280477e-13,12.421458174868611
enriched in NK cells (II),T cell activation (I),3,50,6,3.697991493813873e-15,14.432034092147626
enriched in NK cells (II),T cell activation (I),3,50,6,3.697991493813873e-15,14.432034092147626
enriched in NK cells (II),enriched in NK cells (I),11,49,22.45,3.0044047944912233e-7,6.5222415536351726
enriched in NK cells (II),enriched in NK cells (I),11,49,22.45,3.0044047944912233e-7,6.5222415536351726
enriched in NK cells (II),T cell activation (II),3,31,9.68,1.054211613780902e-11,10.977072203665383
enriched in NK cells (II),T cell activation (II),3,31,9.68,1.054211613780902e-11,10.977072203665383
enriched in NK cells (II),enriched in NK cells (receptor activation),9,24,37.5,0.00679767643060191,2.1676395116783094
enriched in NK cells (II),enriched in NK cells (receptor activation),9,24,37.5,0.00679767643060191,2.1676395116783094
enriched in NK cells (II),enriched in NK cells (III),2,24,8.33,7.27024217176677e-8,7.138451122550826
enriched in NK cells (II),enriched in NK cells (III),2,24,8.33,7.27024217176677e-8,7.138451122550826
enriched in NK cells (II),NK cell surface signature,17,24,70.83,0.0017055530485053203,2.76813476800983
enriched in NK cells (II),NK cell surface signature,17,24,70.83,0.0017055530485053203,2.76813476800983
enriched in NK cells (KIR cluster),enriched in NK cells (receptor activation),7,13,53.85,0.04607776124803988,1.3365086298722135
enriched in NK cells (KIR cluster),enriched in NK cells (receptor activation),7,13,53.85,0.04607776124803988,1.3365086298722135
enriched in NK cells (KIR cluster),NK cell surface signature,11,13,84.62,0.06367346938775505,1.1960414860100712
enriched in NK cells (KIR cluster),NK cell surface signature,11,13,84.62,0.06367346938775505,1.1960414860100712
enriched in NK cells (receptor activation),regulation of antigen presentation and immune response,6,81,7.41,1.2460132379377613e-9,8.904477343605596
enriched in NK cells (receptor activation),regulation of antigen presentation and immune response,6,81,7.41,1.2460132379377613e-9,8.904477343605596
enriched in NK cells (receptor activation),T cell activation and signaling,3,25,12,1.0341738508914319e-7,6.98540644757065
enriched in NK cells (receptor activation),T cell activation and signaling,3,25,12,1.0341738508914319e-7,6.98540644757065
enriched in NK cells (receptor activation),enriched in T cells (I),5,62,8.06,1.227484397918399e-9,8.9109840193198675
enriched in NK cells (receptor activation),enriched in T cells (I),5,62,8.06,1.227484397918399e-9,8.9109840193198675
enriched in NK cells (receptor activation),T cell activation (I),5,50,10,1.0447407527844455e-8,7.9809914641972215
enriched in NK cells (receptor activation),T cell activation (I),5,50,10,1.0447407527844455e-8,7.9809914641972215
enriched in NK cells (receptor activation),enriched in NK cells (I),7,49,14.29,1.07429199122035e-6,5.968877661894585
enriched in NK cells (receptor activation),enriched in NK cells (I),7,49,14.29,1.07429199122035e-6,5.968877661894585
enriched in NK cells (receptor activation),T cell activation (II),3,31,9.68,1.0786753761102647e-8,7.9671092351836075
enriched in NK cells (receptor activation),T cell activation (II),3,31,9.68,1.0786753761102647e-8,7.9671092351836075
enriched in NK cells (receptor activation),T cell activation (III),2,14,14.29,5.9825608351654954e-6,5.223112876460058
enriched in NK cells (receptor activation),T cell activation (III),2,14,14.29,5.9825608351654954e-6,5.223112876460058
enriched in NK cells (receptor activation),T cell differentiation via ITK and PKC,2,11,18.18,2.6921523758244683e-5,4.569900362684715
enriched in NK cells (receptor activation),T cell differentiation via ITK and PKC,2,11,18.18,2.6921523758244683e-5,4.569900362684715
enriched in NK cells (receptor activation),enriched in NK cells (II),9,24,37.5,0.00679767643060191,2.1676395116783094
enriched in NK cells (receptor activation),enriched in NK cells (II),9,24,37.5,0.00679767643060191,2.1676395116783094
enriched in NK cells (receptor activation),enriched in NK cells (KIR cluster),7,13,53.85,0.04607776124803988,1.3365086298722135
enriched in NK cells (receptor activation),enriched in NK cells (KIR cluster),7,13,53.85,0.04607776124803988,1.3365086298722135
enriched in NK cells (receptor activation),NK cell surface signature,7,16,43.75,1.271610928383267e-6,5.895645748360163
enriched in NK cells (receptor activation),NK cell surface signature,7,16,43.75,1.271610928383267e-6,5.895645748360163
"T & B cell development, activation",regulation of antigen presentation and immune response,4,81,4.94,7.9327109427200945e-28,27.100578370530258
"T & B cell development, activation",regulation of antigen presentation and immune response,4,81,4.94,7.9327109427200945e-28,27.100578370530258
"T & B cell development, activation",T cell activation and signaling,3,25,12,1.2624656961889402e-14,13.898780413730691
"T & B cell development, activation",T cell activation and signaling,3,25,12,1.2624656961889402e-14,13.898780413730691
"T & B cell development, activation",enriched in T cells (I),7,62,11.29,1.7785313713815654e-20,19.74993846992282
"T & B cell development, activation",enriched in T cells (I),7,62,11.29,1.7785313713815654e-20,19.74993846992282
"T & B cell development, activation",T cell activation (I),3,50,6,9.966571508479572e-23,22.001454212904214
"T & B cell development, activation",T cell activation (I),3,50,6,9.966571508479572e-23,22.001454212904214
"T & B cell development, activation",T cell activation (II),3,31,9.68,5.949411175196482e-17,16.225526015114692
"T & B cell development, activation",T cell activation (II),3,31,9.68,5.949411175196482e-17,16.225526015114692
"T & B cell development, activation",CD28 costimulation,2,10,20,5.979763285090585e-8,7.223316007652679
"T & B cell development, activation",CD28 costimulation,2,10,20,5.979763285090585e-8,7.223316007652679
"T & B cell development, activation",T cell differentiation,3,12,25,4.9643317838488034e-8,7.3041392007672785
"T & B cell development, activation",T cell differentiation,3,12,25,4.9643317838488034e-8,7.3041392007672785
"T & B cell development, activation",T cell differentiation (Th2),4,17,23.53,9.72104664390022e-10,9.012286973016193
"T & B cell development, activation",T cell differentiation (Th2),4,17,23.53,9.72104664390022e-10,9.012286973016193
"T & B cell development, activation",immune activation - generic cluster,39,347,11.24,2.481371417247322e-5,4.605308224688619
"T & B cell development, activation",immune activation - generic cluster,39,347,11.24,2.481371417247322e-5,4.605308224688619
"T & B cell development, activation",enriched in B cells (I),4,53,7.55,4.093213607251745e-22,21.387935590798147
"T & B cell development, activation",enriched in B cells (I),4,53,7.55,4.093213607251745e-22,21.387935590798147
"T & B cell development, activation",enriched in B cells (II),2,43,4.65,2.983026989972324e-22,21.525342817190058
"T & B cell development, activation",enriched in B cells (II),2,43,4.65,2.983026989972324e-22,21.525342817190058
"T & B cell development, activation",CD1 and other DC receptors,2,10,20,5.979763285090585e-8,7.223316007652679
"T & B cell development, activation",CD1 and other DC receptors,2,10,20,5.979763285090585e-8,7.223316007652679
"T & B cell development, activation",lymphocyte generic cluster,3,17,17.65,6.704170099241579e-11,10.173654975251166
"T & B cell development, activation",lymphocyte generic cluster,3,17,17.65,6.704170099241579e-11,10.173654975251166
"T & B cell development, activation",enriched in B cell differentiation,6,44,13.64,1.482183992931123e-5,4.829097881272479
"T & B cell development, activation",enriched in B cell differentiation,6,44,13.64,1.482183992931123e-5,4.829097881272479
"T & B cell development, activation",double positive thymocytes,3,44,6.82,1.1951169109265594e-8,7.922589608283412
"T & B cell development, activation",double positive thymocytes,3,44,6.82,1.1951169109265594e-8,7.922589608283412
"T & B cell development, activation",T cell surface signature,3,44,6.82,1.9452390665597877e-15,14.711027017007947
"T & B cell development, activation",T cell surface signature,3,44,6.82,1.9452390665597877e-15,14.711027017007947
"T & B cell development, activation",DC surface signature,2,44,4.55,4.194981989804398e-31,30.377269899375296
"T & B cell development, activation",DC surface signature,2,44,4.55,4.194981989804398e-31,30.377269899375296
"T & B cell development, activation",CD4 T cell surface signature Th2-stimulated,2,44,4.55,6.518819514144895e-10,9.185831043057991
"T & B cell development, activation",CD4 T cell surface signature Th2-stimulated,2,44,4.55,6.518819514144895e-10,9.185831043057991
"T & B cell development, activation",Resting dendritic cell surface signature,2,44,4.55,8.30610550525965e-30,29.08060255672469
"T & B cell development, activation",Resting dendritic cell surface signature,2,44,4.55,8.30610550525965e-30,29.08060255672469
enriched in activated dendritic cells/monocytes,enriched in monocytes (II),6,189,3.17,3.191417423006954e-14,13.496016388331583
enriched in activated dendritic cells/monocytes,enriched in monocytes (II),6,189,3.17,3.191417423006954e-14,13.496016388331583
enriched in activated dendritic cells/monocytes,chemokine cluster (I),2,26,7.69,2.144018959165147e-9,8.668771378576096
enriched in activated dendritic cells/monocytes,chemokine cluster (I),2,26,7.69,2.144018959165147e-9,8.668771378576096
enriched in activated dendritic cells/monocytes,proinflammatory cytokines and chemokines,2,10,20,4.1605991262741844e-5,4.380844126464665
enriched in activated dendritic cells/monocytes,proinflammatory cytokines and chemokines,2,10,20,4.1605991262741844e-5,4.380844126464665
enriched in activated dendritic cells/monocytes,immune activation - generic cluster,4,347,1.15,1.0817583787372309e-20,19.96586973229725
enriched in activated dendritic cells/monocytes,immune activation - generic cluster,4,347,1.15,1.0817583787372309e-20,19.96586973229725
enriched in activated dendritic cells/monocytes,enriched in neutrophils (I),2,52,3.85,3.9331265430636915e-13,12.405262080523842
enriched in activated dendritic cells/monocytes,enriched in neutrophils (I),2,52,3.85,3.9331265430636915e-13,12.405262080523842
enriched in activated dendritic cells/monocytes,chemokines and inflammatory molecules in myeloid cells,3,17,17.65,9.770285922532363e-7,6.010092726684391
enriched in activated dendritic cells/monocytes,chemokines and inflammatory molecules in myeloid cells,3,17,17.65,9.770285922532363e-7,6.010092726684391
enriched in activated dendritic cells/monocytes,Activated (LPS) dendritic cell surface signature,3,17,17.65,5.26028275568963e-10,9.27899091061142
enriched in activated dendritic cells/monocytes,Activated (LPS) dendritic cell surface signature,3,17,17.65,5.26028275568963e-10,9.27899091061142
"IL2, IL7, TCR network",regulation of antigen presentation and immune response,5,81,6.17,1.2475707544851879e-7,6.903934814513301
"IL2, IL7, TCR network",regulation of antigen presentation and immune response,5,81,6.17,1.2475707544851879e-7,6.903934814513301
"IL2, IL7, TCR network",T cell activation and signaling,5,25,20,2.3530418413621987e-4,3.628370350209803
"IL2, IL7, TCR network",T cell activation and signaling,5,25,20,2.3530418413621987e-4,3.628370350209803
"IL2, IL7, TCR network",enriched in T cells (I),6,62,9.68,8.441953130276232e-6,5.07355706337788
"IL2, IL7, TCR network",enriched in T cells (I),6,62,9.68,8.441953130276232e-6,5.07355706337788
"IL2, IL7, TCR network",T cell activation (I),6,50,12,2.845840803665436e-5,4.545789398005564
"IL2, IL7, TCR network",T cell activation (I),6,50,12,2.845840803665436e-5,4.545789398005564
"IL2, IL7, TCR network",T cell activation (II),3,31,9.68,8.045673680348619e-7,6.094437585696878
"IL2, IL7, TCR network",T cell activation (II),3,31,9.68,8.045673680348619e-7,6.094437585696878
"IL2, IL7, TCR network",T cell differentiation via ITK and PKC,2,11,18.18,2.2114108801415331e-4,3.6553305580093403
"IL2, IL7, TCR network",T cell differentiation via ITK and PKC,2,11,18.18,2.2114108801415331e-4,3.6553305580093403
"IL2, IL7, TCR network",T cell signaling and costimulation,2,10,20,7.144558228149557e-4,3.1460246199182773
"IL2, IL7, TCR network",T cell signaling and costimulation,2,10,20,7.144558228149557e-4,3.1460246199182773
activated dendritic cells,innate activation by cytosolic DNA sensing,2,11,18.18,2.2114108801415331e-4,3.6553305580093403
activated dendritic cells,innate activation by cytosolic DNA sensing,2,11,18.18,2.2114108801415331e-4,3.6553305580093403
activated dendritic cells,RIG-1 like receptor signaling,3,12,25,0.0030959752321981426,2.509202522331103
activated dendritic cells,RIG-1 like receptor signaling,3,12,25,0.0030959752321981426,2.509202522331103
activated dendritic cells,antiviral IFN signature,6,12,50,0.0024526198439241893,2.6103697622218864
activated dendritic cells,antiviral IFN signature,6,12,50,0.0024526198439241893,2.6103697622218864
activated dendritic cells,complement activation (I),3,12,25,7.041013906002474e-5,4.1523647979492955
activated dendritic cells,complement activation (I),3,12,25,7.041013906002474e-5,4.1523647979492955
activated dendritic cells,type I interferon response,5,12,41.67,0.017404937683575462,1.7593275273195237
activated dendritic cells,type I interferon response,5,12,41.67,0.017404937683575462,1.7593275273195237
activated dendritic cells,innate antiviral response,3,12,25,0.0011193141224100968,2.9510480167022224
activated dendritic cells,innate antiviral response,3,12,25,0.0011193141224100968,2.9510480167022224
activated dendritic cells,enriched in activated dendritic cells (II),3,12,25,3.1032660820402946e-7,6.508180985289965
activated dendritic cells,enriched in activated dendritic cells (II),3,12,25,3.1032660820402946e-7,6.508180985289965
RIG-1 like receptor signaling,innate activation by cytosolic DNA sensing,4,11,36.36,0.034502262443438916,1.4621524256662872
RIG-1 like receptor signaling,innate activation by cytosolic DNA sensing,4,11,36.36,0.034502262443438916,1.4621524256662872
RIG-1 like receptor signaling,chemokine cluster (I),2,26,7.69,2.478491649465943e-6,5.605812539981332
RIG-1 like receptor signaling,chemokine cluster (I),2,26,7.69,2.478491649465943e-6,5.605812539981332
RIG-1 like receptor signaling,proinflammatory cytokines and chemokines,2,10,20,0.0010512363453539944,2.9782996322650668
RIG-1 like receptor signaling,proinflammatory cytokines and chemokines,2,10,20,0.0010512363453539944,2.9782996322650668
RIG-1 like receptor signaling,chemokines and receptors,2,11,18.18,7.144558228149559e-4,3.1460246199182773
RIG-1 like receptor signaling,chemokines and receptors,2,11,18.18,7.144558228149559e-4,3.1460246199182773
RIG-1 like receptor signaling,activated dendritic cells,3,12,25,0.0030959752321981426,2.509202522331103
RIG-1 like receptor signaling,activated dendritic cells,3,12,25,0.0030959752321981426,2.509202522331103
RIG-1 like receptor signaling,antiviral IFN signature,5,10,50,0.003121516164994429,2.5056344117018723
RIG-1 like receptor signaling,antiviral IFN signature,5,10,50,0.003121516164994429,2.5056344117018723
RIG-1 like receptor signaling,chemokines and inflammatory molecules in myeloid cells,2,10,20,2.0269585486976787e-5,4.693155132538336
RIG-1 like receptor signaling,chemokines and inflammatory molecules in myeloid cells,2,10,20,2.0269585486976787e-5,4.693155132538336
RIG-1 like receptor signaling,viral sensing & immunity; IRF2 targets network (II),2,10,20,7.144558228149571e-4,3.1460246199182764
RIG-1 like receptor signaling,viral sensing & immunity; IRF2 targets network (II),2,10,20,7.144558228149571e-4,3.1460246199182764
RIG-1 like receptor signaling,type I interferon response,2,10,20,7.144558228149557e-4,3.1460246199182773
RIG-1 like receptor signaling,type I interferon response,2,10,20,7.144558228149557e-4,3.1460246199182773
enriched in B cells (VI),regulation of antigen presentation and immune response,3,81,3.7,2.493547512477996e-16,15.603182352245927
enriched in B cells (VI),regulation of antigen presentation and immune response,3,81,3.7,2.493547512477996e-16,15.603182352245927
enriched in B cells (VI),immune activation - generic cluster,3,347,0.86,1.7140464210571667e-26,25.765977420373165
enriched in B cells (VI),immune activation - generic cluster,3,347,0.86,1.7140464210571667e-26,25.765977420373165
enriched in B cells (VI),enriched in B cells (II),8,43,18.6,2.871243686002904e-7,6.541929946829434
enriched in B cells (VI),enriched in B cells (II),8,43,18.6,2.871243686002904e-7,6.541929946829434
enriched in B cells (VI),"immuregulation - monocytes, T and B cells",2,13,15.38,9.211983869816231e-7,6.035646831156779
enriched in B cells (VI),"immuregulation - monocytes, T and B cells",2,13,15.38,9.211983869816231e-7,6.035646831156779
enriched in B cells (VI),enriched in naive and memory B cells,2,20,10,1.4478275347840597e-5,4.839283168216573
enriched in B cells (VI),enriched in naive and memory B cells,2,20,10,1.4478275347840597e-5,4.839283168216573
enriched in B cells (VI),"plasma cells & B cells, immunoglobulins",7,20,35,4.101776694289897e-8,7.3870279868436874
enriched in B cells (VI),"plasma cells & B cells, immunoglobulins",7,20,35,4.101776694289897e-8,7.3870279868436874
enriched in B cells (VI),Naive B cell surface signature,5,20,25,2.7349815237687752e-11,10.563045603207103
enriched in B cells (VI),Naive B cell surface signature,5,20,25,2.7349815237687752e-11,10.563045603207103
enriched in antigen presentation (I),regulation of antigen presentation and immune response,6,81,7.41,4.4562885788797937e-11,10.351026693023506
enriched in antigen presentation (I),regulation of antigen presentation and immune response,6,81,7.41,4.4562885788797937e-11,10.351026693023506
enriched in antigen presentation (I),T cell activation and signaling,2,25,8,1.4843208178835703e-9,8.828472221443606
enriched in antigen presentation (I),T cell activation and signaling,2,25,8,1.4843208178835703e-9,8.828472221443606
enriched in antigen presentation (I),enriched in monocytes (II),3,189,1.59,4.099810001902946e-20,19.387236269386875
enriched in antigen presentation (I),enriched in monocytes (II),3,189,1.59,4.099810001902946e-20,19.387236269386875
enriched in antigen presentation (I),antigen presentation (lipids and proteins),3,11,27.27,1.0561520859003705e-4,3.9762735388936146
enriched in antigen presentation (I),antigen presentation (lipids and proteins),3,11,27.27,1.0561520859003705e-4,3.9762735388936146
enriched in antigen presentation (I),immune activation - generic cluster,4,347,1.15,5.393809090656515e-22,21.268104429099605
enriched in antigen presentation (I),immune activation - generic cluster,4,347,1.15,5.393809090656515e-22,21.268104429099605
enriched in antigen presentation (I),complement and other receptors in DCs,2,13,15.38,2.254511841823455e-6,5.646947479219652
enriched in antigen presentation (I),complement and other receptors in DCs,2,13,15.38,2.254511841823455e-6,5.646947479219652
enriched in antigen presentation (I),enriched in antigen presentation (II),3,18,16.67,3.2457148551054084e-8,7.488689636787608
enriched in antigen presentation (I),enriched in antigen presentation (II),3,18,16.67,3.2457148551054084e-8,7.488689636787608
enriched in antigen presentation (I),enriched in antigen presentation (III),2,18,11.11,5.090833191214225e-7,6.293211133039671
enriched in antigen presentation (I),enriched in antigen presentation (III),2,18,11.11,5.090833191214225e-7,6.293211133039671
enriched in antigen presentation (I),enriched in monocytes (IV),2,18,11.11,2.902257067476026e-14,13.53726412255239
enriched in antigen presentation (I),enriched in monocytes (IV),2,18,11.11,2.902257067476026e-14,13.53726412255239
enriched in antigen presentation (I),MHC-TLR7-TLR8 cluster,8,18,44.44,0.008834338811455513,2.053825948848978
enriched in antigen presentation (I),MHC-TLR7-TLR8 cluster,8,18,44.44,0.008834338811455513,2.053825948848978
enriched in antigen presentation (I),antigen processing and presentation,2,18,11.11,1.1735023176670744e-5,4.930516048332941
enriched in antigen presentation (I),antigen processing and presentation,2,18,11.11,1.1735023176670744e-5,4.930516048332941
enriched in antigen presentation (I),B cell surface signature,3,18,16.67,2.0442431113013511e-19,18.68946745706068
enriched in antigen presentation (I),B cell surface signature,3,18,16.67,2.0442431113013511e-19,18.68946745706068
enriched in antigen presentation (I),DC surface signature,2,18,11.11,1.6142439159726073e-16,15.792030841759356
enriched in antigen presentation (I),DC surface signature,2,18,11.11,1.6142439159726073e-16,15.792030841759356
enriched in antigen presentation (I),Resting dendritic cell surface signature,2,18,11.11,5.874157223229251e-16,15.231054433661516
enriched in antigen presentation (I),Resting dendritic cell surface signature,2,18,11.11,5.874157223229251e-16,15.231054433661516
enriched in monocytes (III),regulation of antigen presentation and immune response,2,81,2.47,1.0269339873113427e-11,10.98845747253499
enriched in monocytes (III),regulation of antigen presentation and immune response,2,81,2.47,1.0269339873113427e-11,10.98845747253499
enriched in monocytes (III),enriched in monocytes (II),5,189,2.65,4.0032968927537326e-10,9.397582200526083
enriched in monocytes (III),enriched in monocytes (II),5,189,2.65,4.0032968927537326e-10,9.397582200526083
enriched in monocytes (III),immune activation - generic cluster,4,347,1.15,8.566371540923445e-14,13.067203093297659
enriched in monocytes (III),immune activation - generic cluster,4,347,1.15,8.566371540923445e-14,13.067203093297659
enriched in monocytes (III),"CCR1, 7 and cell signaling",4,10,40,0.012820512820512798,1.8920946026904812
enriched in monocytes (III),"CCR1, 7 and cell signaling",4,10,40,0.012820512820512798,1.8920946026904812
enriched in monocytes (III),enriched in monocytes (IV),3,12,25,5.943675873000565e-9,8.22594488202094
enriched in monocytes (III),enriched in monocytes (IV),3,12,25,5.943675873000565e-9,8.22594488202094
enriched in monocytes (III),enriched in activated dendritic cells (I),2,12,16.67,2.2114108801415302e-4,3.655330558009341
enriched in monocytes (III),enriched in activated dendritic cells (I),2,12,16.67,2.2114108801415302e-4,3.655330558009341
enriched in monocytes (III),Monocyte surface signature,2,12,16.67,2.528640071732729e-12,11.597112984014554
enriched in monocytes (III),Monocyte surface signature,2,12,16.67,2.528640071732729e-12,11.597112984014554
antiviral IFN signature,innate activation by cytosolic DNA sensing,4,11,36.36,2.114327451658782e-4,3.674827751448805
antiviral IFN signature,innate activation by cytosolic DNA sensing,4,11,36.36,2.114327451658782e-4,3.674827751448805
antiviral IFN signature,"cell activation (IL15, IL23, TNF)",2,15,13.33,7.112193428902243e-8,7.147996440457058
antiviral IFN signature,"cell activation (IL15, IL23, TNF)",2,15,13.33,7.112193428902243e-8,7.147996440457058
antiviral IFN signature,proinflammatory cytokines and chemokines,2,10,20,7.688463460577378e-6,5.114160445279069
antiviral IFN signature,proinflammatory cytokines and chemokines,2,10,20,7.688463460577378e-6,5.114160445279069
antiviral IFN signature,immune activation - generic cluster,3,347,0.86,5.927759911134116e-29,28.227109394667927
antiviral IFN signature,immune activation - generic cluster,3,347,0.86,5.927759911134116e-29,28.227109394667927
antiviral IFN signature,activated dendritic cells,6,12,50,0.0024526198439241893,2.6103697622218864
antiviral IFN signature,activated dendritic cells,6,12,50,0.0024526198439241893,2.6103697622218864
antiviral IFN signature,RIG-1 like receptor signaling,5,10,50,0.003121516164994429,2.5056344117018723
antiviral IFN signature,RIG-1 like receptor signaling,5,10,50,0.003121516164994429,2.5056344117018723
antiviral IFN signature,viral sensing & immunity; IRF2 targets network (II),2,22,9.09,2.7281644537532695e-6,5.564129453955115
antiviral IFN signature,viral sensing & immunity; IRF2 targets network (II),2,22,9.09,2.7281644537532695e-6,5.564129453955115
antiviral IFN signature,complement activation (I),2,22,9.09,1.4523397992953525e-8,7.837931761257142
antiviral IFN signature,complement activation (I),2,22,9.09,1.4523397992953525e-8,7.837931761257142
antiviral IFN signature,enriched in monocytes (IV),2,22,9.09,1.5687876040410906e-16,15.804435850955405
antiviral IFN signature,enriched in monocytes (IV),2,22,9.09,1.5687876040410906e-16,15.804435850955405
antiviral IFN signature,type I interferon response,6,22,27.27,0.002452619843924193,2.6103697622218855
antiviral IFN signature,type I interferon response,6,22,27.27,0.002452619843924193,2.6103697622218855
antiviral IFN signature,innate antiviral response,5,22,22.73,5.074385883981085e-4,3.2946165097371987
antiviral IFN signature,innate antiviral response,5,22,22.73,5.074385883981085e-4,3.2946165097371987
