Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
"I (D10, moderate)","I (D51, moderate)",0.008,25,3114,26,3139,51,"LRRN3, ANKHD1, LINC01268, SNORA53, C8orf76, CYP26B1, SIRPG-AS1, MMP8, LAPTM4A, CKMT2-AS1, CR1L, SNORD1B, ABCA13, SNORD16, LTF, ARRDC4, MMP1, PPP1R2P3, LOC100996286, WASH5P, TTC7B, LOC101928043, SNORA20, BPI, SLC28A3",0.8,49.02,1.0839240403490666e-50,49.965001151389075
"I (D10, moderate)","I (D51, severe)",0.234,1032,2107,1268,3139,2300,"SLC1A3, FCER1A, CKAP2L, ADAMTS2, CA12, CD163, MS4A2, GADD45A, RNF175, EPCAM, MAOA, SMARCD3, ZNF608, LOC200772, CPA3, LINC00482, IL18R1, SAP30, P2RY10, RAB32, MAP2K6, PFKFB2, KLHL2, SH3PXD2B, GATA2, OLAH, LHFPL2, SCRG1, LYNX1, CYP19A1, CDC6, HRH4, IL18RAP, CSGALNACT2, GRB10, SMIM3, GLDN, AKAP12, SLC22A15, PPARG, ITGB8, FOXC1, FKBP5, GSTO1, LRRN3, ERLIN1, LGALSL, CREG1, FAM151B, HDC, CFAP58-AS1, ANKHD1, AP3S1, ITGA7, TPST1, IL1R2, CAPN13, CPEB3, ARL4A, LOC102723766, AGFG1, MCTP2, LINC01268, PSMA6, GYG1, MCEMP1, CCNB2, SNORA53, ASPH, SEMA4C, C8orf76, SRGAP3, LPL, IRAK3, WFDC1, BRI3, HMGB2, RASGEF1A, TRIM22, S100A8, TMEM38A, TLR2, LINC00671, NMNAT2, CYP26B1, SIRPG-AS1, ASB9P1, SLC26A8, GPR160, LOC400927-CSNK1E, CCDC71L, SLC29A2, NECAB1, MAP1LC3B, ZFAS1, SHROOM4, PLBD1, SFRP1, RPS17, CNIH4, INHBB, TXN, C5orf67, ADAM9, ARG1, LY9, TSHZ1, CNGA4, ENG, TTC28, ALOX15B, ANLN, LINC01093, EFCAB2, MMP8, RMI2, SAMD15, SHCBP1, MYO10, SFRP2, PAPLN, ALOX5AP, SLC45A3, POMP, JAK2, MIR4435-2HG, KCNE1, ECHDC3, SH3GLB1, LY6G6C, SDC4, HJURP, SNX3, DDX60L, B3GNT2, SRGAP1, CLEC4D, AKIRIN2, TIMP4, AMPH, RRM2, ACBD7, SRBD1, CLSPN, E2F2, FCGBP, ANKRD45, STOM, ZFP41, AARS2, TFAP4, UPP1, ZBTB4, PTEN, S100A9, FAM209B, MAB21L3, IL10, SNORD9, BLOC1S2, MT2A, LINC01003, CLEC10A, FGFR2, KIAA0101, COL9A2, S100A4, EXOC6, DHRS3, BIRC5, CDC25A, FKBP9, SNORD12C, SLC5A9, LOC101927851, KIF14, SYN2, DCANP1, LOC643339, ELMO2, FZD5, SEZ6L, FRRS1, APBA1, PSTPIP2, SIPA1L2, ABCA1, C17orf53, OLFM1, FLVCR2, GGH, VNN1, DAAM2, DLGAP5, SQRDL, SNORD12, MAPK14, JAG1, PLSCR1, CLEC4E, NELL2, DRAM1, CD4, LINC00996, SKA1, PTGFR, SNORD12B, SARDH, NFIL3, SPATC1, ANXA3, LAPTM4A, LY96, GPER1, PIWIL4, NR1I3, FMN1, ACSL1, MEF2A, SORBS3, CLRN1, C10orf131, TMIGD3, SYT17, C14orf169, SORT1, ABHD3, DCHS1, TG, IDI1, S100A6, ARF4, ABCC11, CD63, TOB1, FAM102A, SMTNL1, MUC1, DNASE1L3, UBE2J1, ZDHHC19, SERPINA11, E2F8, AMIGO1, EIF2AK2, FLT3, HORMAD1, SRPK1, LOC728175, CD1C, KIF4A, RAB13, DBP, DSC1, CDCA5, CHIT1, POU5F1, FAP, KCNJ2-AS1, CD59, KIF23, CHD7, CPEB4, KLRC4, MCL1, TMSB4X, CKMT2-AS1, F12, C20orf24, TUFT1, MARC1, MKS1, NEK2, KRT5, RSPH9, GCM1, SLC30A1, TMEM204, GCNT4, JDP2, PATL1, ESPL1, LOC100505635, VAMP5, SERPINH1, MAN2A2, MCTP1, IRF2BPL, LOC102546294, ZBP1, P2RY1, SOCS5, S100A12, FBLN2, ACSM3, APBB2, CPAMD8, IL11RA, LRRN1, NTNG2, CD40LG, RNF10, GADD45B, CACNA1E, PLEKHG4, CD3E, PIP, THBS1, CDC25C, SUMO1P1, SNORA31, LINC00173, FBXO6, B3GALT6, MAP1LC3B2, MAN1C1, PARP9, CDC20, LTK, PHTF1, SAMSN1, TPX2, FAHD2B, LYRM1, ELOVL4, TOR1AIP2, KLF5, CD177, TRIM64B, C6orf222, TIFA, TRIM32, AK4, PAPPA2, PXT1, STS, NOCT, EIF1B, TBK1, TPPP3, PRKCE, MIR4772, SEMA3B-AS1, BCL2A1, TSC22D3, AIM2, MAFG, PAQR6, SPINK8, EPB41L5, NMT2, SLED1, NUSAP1, RALGAPA2, GDF11, MTMR3, LY6G5C, LONRF2, MIR4263, PRKACB, CRISPLD2, CFLAR, CD3G, OMG, CD200R1, MAOB, SPC25, ALS2CL, CLTCL1, GCSAML, UBALD2, SERPINB1, CDHR1, NRCAM, DPH3, HMMR, ETV5, C3AR1, TLR5, HECW2, DTL, TMEM119, NIPAL3, TRAT1, GBP1P1, CD248, RTN4, IL1R1, CUX2, ARMC12, TMEM56, NRADDP, CYSLTR2, CTBS, ACSL3, DDIT3, MSRB3, NSUN7, PPT2, ANKRD22, FBLN7, P2RY2, SLPI, CATIP-AS1, CCR3, HSPG2, PDE6B, TCN1, ETS2, ADAM17, ZNF815P, LBH, MKI67, KLF14, NOG, IFITM1, CDC45, UBASH3A, SCART1, SLC22A23, CDCA8, NR2E1, GNG5, SCN1B, C18orf25, S100P, EPHX2, FAM49B, INHBA-AS1, GLIPR1L2, MIR3605, SNORD1B, MARCKS, CCND3, LOC285696, YOD1, CHMP2B, TMEM25, AK5, CAHM, LINC01336, PFN4, ETS1, CRISP2, NPAS2, TRIM46, EXOC3L2, INSL3, MBOAT2, FCMR, CCDC17, PXYLP1, ABCA13, LTBP3, QPCT, GSDMC, CLRN1-AS1, LINC00937, GRINA, IRS2, SNX10, SLC51A, HEY1, PLIN3, ZNF358, DGKH, PDE2A, SERPINA9, ANP32A, GPR84, MIR103A2, IFIH1, RAB33B, IKZF2, KIF18B, RAB1A, KLF6, MTHFD2, BCL6, MYLIP, UBE2B, MIR6514, EPPK1, PTP4A1, DUSP13, FBLN5, HTRA1, HIST1H2BK, CAPZA2, FBXL16, SLC9A4, TULP2, FNDC3B, TESPA1, MTF1, EREG, LOC101929698, ALAS1, PELI1, HLA-A, EHF, IL7R, SLC35A2, GLA, SALL2, COLGALT2, CST7, SERHL2, REPS2, LOC100268168, SMAP2, CCDC36, RAD23B, KLHDC7A, MIR5690, HRASLS, SMIM10L2A, LOC105747689, LTF, C1R, PTPN13, DDAH2, FAM71F2, MTFR2, CYB5R4, PTPRQ, ZDHHC1, NFKBIA, ACAD11, CEP55, NOD2, MMP1, ARGFXP2, TMED8, CCR7, ALPK1, USP15, USB1, TOMM40L, SAMSN1-AS1, SLC37A3, VWA8-AS1, SDHAF3, DBH-AS1, GAS2L1, SPN, ENOSF1, TIFAB, KLHL3, GAS7, PARP14, FAM71A, RIT1, LRRC36, CENPU, EPHA2, OR52K2, LIN7A, PTTG2, MTUS1, LOC100130899, ACE2, ADAMTS4, CDHR3, HIST1H1E, EXO1, CABP1, SEMA4G, CNIH2, GINS2, IL36A, MIR181A1HG, LOC388813, MIR616, KIF1B, SLCO4A1, CCNA2, CHCHD6, ELF1, KIFC1, IER3, LOC102723704, CXCL2, MED16, LOC100272216, LDOC1L, MELK, STK16, LINC01315, AXIN2, LOC285847, PPP1R2P3, RCAN3, GCA, MDM2, RALB, RNF144B, FCGR1A, KPTN, ZNF319, BMX, UACA, RASSF1-AS1, THEM4, CDR2, FAM71F1, PID1, AANAT, LINC01160, CH25H, E2F7, TEX101, ATG9B, GPR15, RNU6-78P, BCAT1, FAM26E, MAST4, GLP2R, TOP2A, LINC00399, AKAP6, DGKQ, CRISP3, NMI, KRT73-AS1, S1PR1, RASSF8, ING2, LMO7, PIK3AP1, ZNF677, ATP8B2, TRIM25, CDC42EP3, AJAP1, ALDH1A2, CLVS1, LOC100506985, RPL23AP87, SIGLEC5, P3H2, FCHO2, LINC01550, EFCAB12, FIGNL2, TBC1D30, CCNL1, IFITM5, TSPAN16, ABCB1, RAD51AP1, HLA-B, TARM1, CKAP4, ZNF525, HSP90AB4P, LILRP2, LOC102724153, FAM221B, TTK, FAM171A1, NEU1, ISM1, ZNF74, CARD16, CTNNAL1, TK1, MIR4639, OR6W1P, TMEM180, HDAC4, C6orf25, PDE4C, LSMEM2, FITM2, TRABD2A, CLEC4F, GPR143, TNFAIP6, ASGR2, RORC, GSTO2, TBC1D4, C5orf64, FAM172BP, ZBTB46, IGF2BP3, SNORD78, CITED4, C17orf96, LOC100996286, SPTY2D1-AS1, KIF11, ZNF287, MIR221, ADD2, HABP4, NXF3, LINC01270, PMEL, MIR497HG, S100A11, PLK2, ESCO2, MIR6820, CHEK1, MAFA-AS1, TMC3, C1orf145, SVILP1, PXMP4, SPRY2, LOC728323, LINC01578, C7orf61, LINC01281, ASPRV1, ST8SIA5, C15orf48, UPB1, RP2, LOXHD1, LOC100147773, IFI30, CD24, FCAR, HLA-C, KLF9, KDELR3, PNPLA1, GCSAM, AP5B1, LOC400927, LACTB, LINC00865, CRYBA1, MYBPHL, GBP6, B3GNT5, PPFIA4, NCAPH, A3GALT2, ZNF829, C3orf62, SQLE, SELP, LEF1-AS1, AP3B2, SLC4A9, GPRC5C, ERG, LOC101928886, REM2, REG4, TTC7B, PHC2, IER5, CLP1, LRRC70, P2RX1, CLDN11, PM20D1, HRASLS5, IL1RN, RPS28, MIR222, MIR1255A, TRIB1, FCGR1B, GSN-AS1, FAM8A1, ASIC1, ADAM32, PRRG4, PLIN5, KCNK10, APOA2, SNORD35B, MIR3945, BATF2, GPR17, MIR4434, RPS16P5, PTK7, AASS, TRIB2, HTR3A, LOC642852, TUBA4A, ZCCHC6, PROS1, LPCAT2, CCR9, IQCK, LINC01412, PPBP, TNFRSF21, SLC15A4, DEFA8P, LOC101928140, AGAP9, LINC00920, HSF5, UBE2L6, FBXL13, SDK1, SPAG8, PRKCQ-AS1, ANP32AP1, LCN2, FFAR4, HORMAD2-AS1, PRUNE2, EPHA4, SPATA5L1, FCGR1C, PTX3, COL17A1, C6orf229, MIR8085, ZNF382, IL13RA1, SLC8A1, IFNGR2, LOC101928093, PKMYT1, EAF1, ROPN1L, LOC101927762, CYB5D1, ERBB3, LEF1, ADGRD1, CDA, LOC101927131, EP300-AS1, SESN2, SLC4A10, ANKEF1, CD164L2, UBE2D1, DNAH17, CDH1, DDIT4, SAT1, NPY6R, CEACAM8, PCOLCE2, GCH1, DISC1, PRRT4, TMIE, SPEG, CSF1R, MPP2, OLFM4, LOC101928043, KRT73, LINC01013, BASP1, CACNA1C-AS1, FUT4, ZBTB16, LOC101929241, THCAT158, RTN1, GK3P, APOBEC3A, C14orf132, BATF, PPP1R15B, GLT1D1, N6AMT1, FLOT1, SNORA20, DDN, THNSL1, GPM6A, IGSF9, LOC731424, ARPP21, ATP6V0E2-AS1, APOL6, C21orf140, LOC143666, CCIN, ZBED3, CEACAM6, ZNF485, IRAK2, NBN, LIFR, DNAH3, LONRF3, SH2D4B, ARHGAP24, DPYD-AS2, C17orf100, DNAH6, LDLR, MIR6883, BPI, ABHD11-AS1, FLJ38122, LINC01151, RAD51, CSNK1A1L, CIB2, LOC100996351, CNGB1, ADGRA3, SEMA3B, ITK, MIR5700, MIR22HG, CXCL8, MMP9, MIR548AN, IL23R, KLHL15, SPINK4, LDOC1, ROBO1, CAPNS2, LOC729609, ELL2, GBP1, SLC28A3, CDT1, JMJD6, SLC22A4, ADAM23, LOC285766, CPEB1-AS1, F5, SCN3B, JAKMIP2, DEFA4, SPTLC3, NAPA-AS1, ERGIC1, IQCD, NETO1, PCED1B, CEACAM4, ZNF790, MYL9, CHRNA2, KRT72, ZNF662, NUP62CL, HELZ2, PLXDC1, MGC16025, TLE1, HAUS4, HIF1A-AS2, CCM2L, CORIN, CR1, FOXO3, SPATA2L, CD274, LOXL1, SIGLEC14, CAMP, KCNJ15, TAP1, FSTL1, PFKFB3, MIR5095, TTC26, PLXNB3, BIRC6-AS2, PLAU, IGFBP3, LINC00824, PRRT1, NOS3, ICAM4, GADD45G, NFKBIZ, IQGAP3, PLEK, FAAHP1, CACNA2D3, LINC00862, SDF2L1, LOC101929319, PPP1R15A, FOXQ1, NAPA, CENPM, HPD, HIST2H3D, ICAM1, CMTM5, LRP2, EGR3, PARVA, CASC5, FAM86C1, FLT1, GPR87, CAGE1, ZNF704, KCNJ2, BCL3, ZBED9, MIR4441, ZNF135, CTGLF12P, LINC00950, CLEC2L, STX11, C5orf56, RAB20, C8orf88, SAMD14, ADM, CCT6B, FZD4, GBP2, COL5A3, NRP1, MIR3662, FAS-AS1, DOCK4, SLC5A5, RPL31P11, MIR4742",32.88,44.87,0,Inf
"I (D10, moderate)",I-BNT-I (D2),0.001,2,3137,3,3139,10,"EREG, COL5A3",0.06,20,1.9361878263902088e-9,8.713052514792029
"I (D10, moderate)",I-BNT-I (D5),0,0,3139,1,3139,2,,0,0,3.1847133757961744e-4,3.4969296480732153
"I (D10, moderate)",I-I (D1),0,1,3138,38,3139,39,IGLL5,0.03,2.56,2.135064768144064e-87,86.67058894592189
"I (D10, moderate)",I-I (D2),0,0,3139,1,3139,1,,0,0,3.1847133757961744e-4,3.4969296480732153
"I (D10, moderate)",I-I (D3),0,0,3139,3,3139,3,,0,0,1.9361878263902022e-10,9.71305251479203
"I (D10, moderate)",I-I (D5),0,0,3139,14,3139,14,,0,0,9.350289050811084e-39,38.02917496332728
"I (D10, moderate)","ZF2001 (V3, D07)",0.054,286,2853,2148,3139,2434,"TMEM45A, EPCAM, ALOX15, ARHGAP29, GLDN, ITGB8, ARL4A, WFDC1, SIGLEC8, NMNAT2, CYP26B1, CCDC30, KCNE1, SDC4, SRGAP1, CCNA1, ACBD7, CLSPN, ANKRD45, EYS, BIRC5, CDC25A, ELOVL3, SYN2, FRRS1, DAAM2, MYBPC1, NFIL3, GOLGA6C, ABCC11, UGT2B11, E2F8, CHIT1, FAP, MCL1, GCM1, GPR183, CMYA5, CACNA1E, LYVE1, KLF5, CD177, PAPPA2, NOCT, BCL2A1, TSC22D3, SPINK8, LONRF2, CACNG6, GALNT14, OMG, UBALD2, NR5A2, HECW2, GSG1L, MYLK3, DDIT3, SLCO2B1, KLF10, CR1L, KLF14, NR2E1, GLIPR1L2, THSD7A, MARCKS, STARD13, RPL21P44, CACNG8, CPXM2, IRS2, ABHD12B, LAMC2, GPR84, IFIH1, KIF18B, BCL6, SLC9A4, CDK1, EREG, PELI1, EHF, KLHDC7A, MTFR2, NFKBIA, CEP55, ALPK1, RND2, HBA1, HBA2, SDC1, ADAMTS4, CABP1, CXCL2, FER1L4, CXCL3, PTGER3, TNC, E2F7, ESRP2, GLP2R, CDCA3, AJAP1, CLVS1, PTH2R, EFCAB12, TBC1D30, TARM1, FBXO40, ADGRL2, PDE4C, IGF1, GPR143, TNFAIP6, GSTO2, FAM172BP, CITED4, SH2D6, PGBD5, TINCR, SIAH3, SV2C, RCVRN, ZFHX2, FFAR3, CFAP54, KCNMA1, CCRL2, ARL10, ST8SIA5, C15orf48, GRIK4, ITGA8, KRT80, OPRM1, TICRR, NCAPH, GPRC5C, BICC1, ERG, IER5, CLP1, LRRC70, JPH3, RYR1, IL1RN, TRIB1, ADAM32, KCNK10, AHR, KRT1, C1QTNF7, NPHP1, SDK1, NRXN1, DEPDC1, ABI3BP, SYCE1, ANP32AP1, PTX3, SLC24A2, RRAD, NTRK3, SFRP4, NR1D1, RGS16, TRPM3, EAF1, CYP7B1, ANKEF1, HSD17B13, CD164L2, TSPAN6, DDIT4, PHLDB1, BBS5, CECR2, CA4, STAB2, DUSP2, ALPK3, OLFM4, SULT2B1, TSHR, MUC19, LCA5L, FUT4, ARFGEF3, PPP1R15B, NXT1, N6AMT1, TRIM55, SPNS2, IGSF9, ARPP21, C21orf140, CLUHP3, CA8, LIFR, SH2D4B, TRIM71, LDLR, SLC8A2, TMEM236, AIRE, NAT8L, KCNN3, RAD51, SCN7A, SGK1, ADGRA3, SEMA3B, NXPH3, ALDH1L2, PTGR1, CXCL8, YJEFN3, MZB1, TNR, SCN3B, ZDHHC15, DAW1, SMOC1, SPTLC3, CDO1, CHRM3, NEBL, CEACAM4, CHRNA2, KIAA1614, SLC16A12, LGI4, ATP1A2, STXBP5L, VWA3B, CORIN, PTGS2, PRH2, SPATA2L, IL17RD, DCN, KCNJ15, CYP46A1, TAS2R30, PFKFB3, PLAU, PLEKHA6, KCNE2, FSIP2, DUOX2, EMP1, NFKBIZ, CELF3, IQGAP3, SHANK1, SLC35F4, GOLGA8R, PPP1R15A, RBMS3, CENPM, F2, MIXL1, ICAM1, RGL3, C7orf25, MUC12, ZNF704, BCL3, C12orf60, EVPL, ATP8A2, SLC22A14, RAB20, PPP1R1A, AOX1, ADM, CCT6B, PRSS1, FZD4, GALNTL6, OLIG2, GRM2, CDRT4, KCNS2, HAS1, AQP7, SCN2B",9.11,11.75,0,Inf
"I (D10, moderate)","ZF2001 (V3, D14)",0.012,39,3100,223,3139,262,"ARL4A, ADGB, A2M, KLF4, KLF5, TBK1, MARCKS, RPL21P44, KLF6, NFKBIA, LAMB1, CXCL2, ESRP2, HSP90AB4P, PDE4C, GSTO2, CITED4, CFAP20, CRYBA1, IL1RN, TRIB1, PTX3, RRAD, DNAH17, PZP, TMEM236, KIF5C, C4orf45, SEMA3B, NXPH3, CXCL8, KLHL15, ERVH48-1, CHRNA2, TAS2R30, EMP1, PPP1R15A, GALNT5, ADM",1.24,14.89,8.86720427623225e-309,308.0522132864582
"I (D10, moderate)","ZF2001 (V3, D28)",0.003,11,3128,27,3139,38,"ARL4A, KLF5, KLF6, NFKBIA, CXCL2, CFAP20, LRRC70, PTX3, RRAD, CXCL8, PPP1R15A",0.35,28.95,4.485938549488036e-58,57.34814667988391
"I (D10, severe)","BBIBP (V3, D14)",0.002,7,37,4089,44,4096,"SEMA3B, PDE4C, C4orf19, ALOX15, GJB7, C9orf131, NLRP9",15.91,0.17,9.784504525828866e-84,83.0094611615386
"I (D10, severe)","BBIBP (V3, D28)",0.001,4,12,4092,16,4096,"KDELR3, C4orf19, KCNA3, HSP90AB4P",25,0.1,3.835545335091344e-32,31.416172879646272
"I (D10, severe)","BNT (V1, D6)",0,1,2,4095,9,4096,IFI27,11.11,0.02,3.5736608331418385e-7,6.446886667634676
"I (D10, severe)","BNT (V2, D1)",0.017,79,460,4017,694,4096,"SNORD89, SNORD9, GSDMC, DNAAF1, MT2A, ZBP1, SORT1, ZCCHC2, IL31RA, IL36A, AIM2, PSTPIP2, TNFAIP6, ANKRD22, NRIR, APOBEC3B-AS1, EPHA10, EPSTI1, KCNJ2, RSPH9, DDX60L, IDO1, RBFOX3, IFI16, IFI27, TCN2, KLF5, SAMD4A, ORM1, CCL2, EIF2AK2, SDC3, DOCK4, P2RY6, MUC1, LYPD5, MYOF, PARP9, SFRP1, LINC00377, EFCAB2, CACNA1A, KCNJ10, CACNA1E, ELMO1-AS1, GALNT14, C15orf48, FGF13, OASL, CDC45, LINC00487, KCNB1, KCNMA1, VPS9D1, CARD16, LPCAT2, TRIM22, SLC7A10, GLDN, GLIS2, HTR3A, MYBPHL, TLR7, ZDHHC19, PHF24, GK, GPR84, PLSCR1, GADD45G, LHFPL2, SAT1, SLC1A3, RMI2, ORM2, INSC, GBP4, PLEKHG4B, FAP, PRRG4",11.38,1.93,0,Inf
"I (D10, severe)","BNT (V3, D1)",0.022,98,419,3998,708,4096,"DOCK4, CCL2, IFITM1, GSDMC, SAMD4A, ANKRD22, HP, HTR3A, DHRS12, SDC3, KCNJ2-AS1, MAFF, IFI27, TLR7, CRISP3, EFNA1, NRIR, GPR84, DDX60L, LHFPL2, ERLIN1, DYNLT1, OLFM4, RBFOX3, P2RY6, LCN2, IDO1, IL31RA, RAB20, BMX, OASL, OLR1, EIF2AK2, TRIM22, CEACAM6, LINC00683, LPCAT2, SLC51A, MMP8, RMI2, RSPH9, KLF5, GK, TCN2, PARP9, LINC00487, PLSCR1, ANXA3, SAT1, FAP, MT2A, CACNA1E, KCNJ2, ZBP1, C5orf47, GHET1, KCNJ10, ZDHHC19, GBP4, IFI16, SLC1A3, PFN4, PRRG4, MYBPHL, MIR4441, MIR497HG, EFCAB2, IL4I1, LTF, SORT1, TNFAIP6, HTRA1, GADD45B, GADD45G, FAM3D, CDC45, PSTPIP2, C3AR1, EPSTI1, CD207, LYPD5, CEACAM8, KCNMA1, VPS9D1, FOLR2, TTC26, MYOF, CCDC113, COL17A1, SFRP1, AIM2, LINC01093, SNORD9, KCNJ15, C15orf48, FGF13, PHF24, CDCP1",13.84,2.39,0,Inf
"I (D10, severe)",BNT-I (D1),0.103,486,615,3610,1101,4096,"ETV5, LOC101929595, MIR22HG, RIPK4, AOC4P, TP53INP2, LOC101928370, FAM65C, MAFF, PLK3, HMGB3, JDP2, NFKBIA, GPR171, PLAUR, CXCL2, ZNF697, LOC101927153, CCIN, SLC22A13, CIDECP, C19orf45, FLT3, SPATA2, SDC4, SLED1, SPAG4, ITPRIP, DDIT4, HORMAD2-AS1, IFITM10, PLXNA2, ATP2C2, TIMP1, TPD52L2, ZNF394, PAPLN, EIF1, TARP, SPRY2, MIR4420, YPEL5, ARL4A, COL7A1, FLJ23867, DPYD-AS2, FOXO3, C9orf89, LOC101927066, MAPKAPK2, PHC2, SIAH1, ADAMTS2, ABCC2, THCAT158, SLC35F3, FAM209A, JMJD6, MIR628, CYB5D1, JAG1, MIR181A1HG, CBX4, IL1R2, C8orf58, ING2, RCVRN, RAB13, C5orf66, ETF1, GCNT7, NOCT, PER1, CCNL1, FAM111B, MIR4451, MIR3909, C4orf19, ATP6V0B, GRPEL1, HTR7, TMEM119, CD3G, DDN, SRGAP1, HEYL, TRIM32, AGFG1, B3GALT2, GZF1, GK3P, DMRTC2, CCDC173, C10orf54, MIR5194, GPR15, SLC11A1, VSIG4, SYN1, AREG, MLF2, KLHL33, LOC729603, FCAR, F12, FAM171A1, TREM1, FBRS, USP3-AS1, SNORD89, EAF1, DIP2A-IT1, CSRNP1, PLBD1, MIR6883, RGL3, LYVE1, FASTKD5, GAPDH, MAB21L3, A3GALT2, OMG, S1PR1, FSCN3, KNOP1, CELA2B, TG, ANKEF1, EXOC3L2, GJB6, IRS2, LOC100268168, SNORD35B, SULT1A1, NECAP1, FABP6, PREPL, HSP90AB4P, PC, C9orf131, UBOX5-AS1, TNFAIP3, TMEM38A, MIR6750, LOC101927472, REPS2, CCDC85B, MYH10, NFKBIZ, TGM4, YOD1, KEL, CCDC36, MIR8085, RPS16P5, NR1H2, INHBB, GNMT, NNT-AS1, LOC101927204, ZFAND2A, P2RY1, SERTAD2, HOXA5, PPP1R15A, FAM209B, DDIT3, MED14OS, TMEM177, SERTAD3, TMC5, LOC100505658, HIF1A, MIR4434, TMC3, CEP295NL, EFCAB12, GSTO2, FTH1, LOC145474, CUX2, GABARAPL1, ADAMTS4, ZNF414, ZFP37, CNIH2, ZNF485, SEMA4G, ASF1A, SLPI, FBXO33, GSG1L, PLAU, ZNF516, C1R, MIR7848, CATIP, NAV1, ZNF420, C2orf44, WDR86-AS1, RIMBP3, LOXL4, HYLS1, CATIP-AS1, LPPR2, PDZD8, PHF1, KLF9, SLC22A1, ZNF696, APOM, FAM53C, LINC01226, BCL3, ACE2, MMACHC, THNSL1, YAE1D1, EREG, CDKN2D, CD40LG, LINC00865, ZNF572, SEMA3B, LOC284950, DCANP1, CRABP2, SMIM3, ZNF470, ABHD5, LOC100506321, PTTG2, QSOX1, SERPINA9, PURA, CXCL16, ERG, LINC01136, CMTR2, BCAT1, LINC01260, SCARA5, SESN2, FAM71F2, MEGF9, MIR1255A, LINC-PINT, GCSAM, PLBD1-AS1, MRPL50, SLC22A15, FEM1C, ADAM9, MIR6819, RAP1GAP, CCR6, ATP11A-AS1, CALN1, LOC100130476, MRM1, MIR616, PADI4, PELI1, TCTEX1D4, THBS1, LY6G5B, KLF7, B3GNT5, N6AMT1, LOC101927817, PA2G4P4, TPST1, ABCA9, PP2D1, PXN-AS1, CDK16, PDZD3, RAB43, IER3, NFIX, TRG-AS1, LOC101927954, TBC1D30, TAF13, CAMP, PXMP4, BTBD19, LTF, KLHL15, LOC101927151, CD63, MIR372, LINC00996, GPR18, SAP30, YBX3, FBLN5, CA4, SYCE1L, ASPH, GEMIN6, DLG4, LYPD4, DEDD2, SGMS2, LAMB2, MMP8, FGD4, TRIB1, ZNF540, ADGRG3, LBH, UBALD2, LOC283575, CITED4, COL17A1, RAD54B, TPBG, AGRP, LOC100129550, ACVR1B, LGALSL, LRWD1, TP53I3, LOC101409256, ZNF350-AS1, SIT1, CHGA, GRIK5, MAOA, OLFM4, PARS2, DAAM2, MMP9, TP53RK, NR6A1, MSX2P1, ARL8A, HHATL, PTS, ZNF521, ZNF260, SPINK4, ORAI2, LPAR2, SAMD14, MSL3P1, ARG1, IGIP, USP35, PHACTR1, ATP1B1, CDCP1, TUBB4B, WNT2B, ZNF501, CD2, LOC101928461, ZNF281, DSP, NUP62CL, SLC18A2, IL7R, TSPAN4, FHDC1, GCM1, SLC30A1, IFRD1, CSRP2, IRAIN, TMEM204, LOXL1, LINC00671, LRRC4, ZCCHC12, LINC00293, DNAJB5-AS1, CELF2-AS1, FAM198A, KLRG1, SCRG1, FLJ42393, XKR8, MYLIP, BET1, PAQR8, LOC399815, CEACAM4, CPEB4, CCDC152, SLC6A13, KIAA0825, TIGIT, SHKBP1, KLHL2, LOC102723704, GLUL, ZNF287, PKD2L2, P2RY10, CKAP4, NECAB2, PFKFB3, PGLYRP1, PLIN3, SFRP2, LINC00920, RUSC2, GIMAP7, PAPPA2, LCN10, MIR5690, HIF1A-AS2, NR1I3, LOC101927438, LINC01352, C20orf24, DUSP1, PDLIM7, CCR8, LINC01150, ZNF737, LOC100289473, AIRN, MIR2355, NFIL3, CCDC127, C1orf127, WDR64, INHBA, TOB1, SCN3A, KCTD19, AMHR2, LINC01315, IDI2-AS1, SNORD12B, TSPAN13, P2RX1, CDA, ABTB1, LOXHD1, HRH2, MACROD2, FAM71F1, CYP4F3, LOC102724190, MIR645, MCAM, ELOVL4, RNASE1, ACSS3, HORMAD1, GIMAP6, KCNE1, LINC01545, SULT1A2, SLC25A3, GJB7, LPL, LOC101927131, ZNF80, C5orf64, KCNG1, CISH, LOC729609, TRIB2, REM2, UPB1, WEE2, LINC01578, TLR3, TRMT5, GLP2R, IGSF9, LOC101928977, SNORA48, NR5A2, PPAP2B, CHI3L2, CASP1P2, TULP2, KIAA1257, QPCT, ULK1",44.14,11.87,0,Inf
