"","Cond1","Cond2","jaccard_distance","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"1245","FLUMIST (D7)","FLUZONE (D1)",0,1,11,2402,13,2445,"IFIT3",7.69,0.04,3.02089951938341e-29,28.5198637199114
"1246","FLUMIST (D7)","FLUZONE (D30)",0.001,3,13,2400,16,2445,"AIFM1, DUSP10, METTL2A",18.75,0.12,3.76923829081335e-32,31.423746405635
"1247","FLUMIST (D7)","FLUZONE (D7)",0.002,6,17,2397,23,2445,"CXCR4, CXCL8, CTBP2, PLAUR, DEFA1B, PDIA4",26.09,0.25,1.13439159934561e-38,37.9452369982853
"1248","FLUMIST (D7)","FLUMIST (D3)",0.094,315,923,2088,1245,2445,"ABCA1, ABHD13, ABHD5, AHCTF1, AKAP8, AP1G1, AP3M2, ARID4A, ARIH2, ARMC8, ARPP19, ATAD2, ATP11B, ATXN7, B3GNT2, BAZ2A, BBX, BCLAF1, BRWD1, BTG3, HAPSTR1, CBX4, CDC42, CDK17, CHD2, CHD7, CNOT6L, CREBRF, CSNK1A1, CUL4A, DCP1A, DDX20, DERL1, ESS2, DICER1, DIS3, DNAJB1, DOCK4, ELL2, EML4, EMSY, ENC1, RAMAC, FAM169A, FBXO21, FOSL2, FOXO3, GABARAPL1, GGNBP2, GIGYF2, GNA13, GOLGA4, H2AZ2, HBP1, HEXA, HIC2, HMGXB4, HNRNPH3, HNRNPL, HSPA14, HSPA9, IDS, IFNGR1, IFRD1, ISCA1, IVNS1ABP, JARID2, JMJD1C, JMY, JUND, KBTBD2, KDM5B, KDM6B, KIF1B, KLF3, KPNA4, KRAS, LCOR, LEPROTL1, LITAF, , LUC7L2, MAP1LC3B, MAP3K2, MAP4K4, MAPKAPK2, MBNL2, MCPH1, MED21, MED23, METAP2, MIER1, MIER3, MME, MRPS22, MTERF4, MYLIP, NCOA1, NDFIP1, NDUFAF5, NET1, NFKBID, NR1D2, NRBF2, NUP153, PAIP1, PCIF1, PDCD4, PDE12, PDE4D, PDZD8, PER1, PHACTR1, PHF1, PHF20L1, PIGB, PIK3R1, PKN2, PLCL1, PMAIP1, PNO1, PNPLA8, PPM1A, PPM1B, PPP1R3B, PPP4R3A, PRDM2, PSPC1, PTP4A1, RAB18, RAB8B, RAPGEF2, RBBP6, RBM33, RMND5A, RNF103, RNMT, RORA, RPS6KB1, RTN4, SAR1A, SFXN1, SIK3, SLC12A6, SLC25A28, SLC25A36, SLC25A37, PRELID3B, SON, STK35, SYS1, SYTL3, TCP11L2, TFAM, TFG, TGS1, THBS1, TIMM23, TMCC3, TMF1, TMPO, TRIM23, TWF1, UBE2B, UBXN6, BLTP3B, USP36, USP42, WBP11, WDR33, WDR48, WTAP, YTHDC1, ZEB1, ZFC3H1, ZFP36L1, ZFX, ZNF24, ZNF395, ZNF644, ZRANB1, ABCF2, ADAP2, AGPAT3, PHYKPL, AIMP2, AK2, ALDH3A2, AP1S2, APLP2, APPL1, ARSD, ASRGL1, ASXL2, ATP6V1C1, ARMH3, AKIP1, SPTSSA, GATD3, KIAA0930, TRIQK, CASP1, CCDC50, CD84, CES2, CHMP4A, CLCN3, CLTA, COMT, CREBL2, CROCCP2, CSNK2A1, CTBP2, CTNNA1, CTSB, CTSC, CYP4V2, DCAF7, ECHDC1, EHBP1L1, EXOC4, PSME3IP1, PIEZO1, FGD2, FGD4, FKBP15, FKBP5, GATAD1, GEMIN7, GRSF1, HCG18, HM13, HNRNPA0, IFI16, IKZF1, IL17RA, INTS7, IRF5, ITPRIPL2, KCNE3, KCTD12, KLHL6, LAIR1, LARP4B, LARS1, LDAH, LILRB1, MAPK1, MARCHF1, METTL8, MKKS, MLX, MPEG1, MS4A6A, MX1, NAAA, NADK, NAIP, NOTCH2, NUB1, OAS2, OGFOD1, PCMT1, PCMTD1, PDHB, PDIA6, PIK3C3, POLK, PPID, PLPBP, QKI, RAB10, RAB27A, RAB3GAP1, RAP1GDS1, RASSF4, RBBP4, RBM8A, RDH11, REEP5, RTN1, SAMD9L, SAMHD1, SCARB2, SCPEP1, SDHC, SEC23IP, SERBP1, SERPINB1, SHMT2, SMARCA4, SNTB2, SNX1, SNX27, SPTLC2, SRGAP2C, SSR1, STX7, SULT1A1, SYNCRIP, TCF7L2, TM9SF4, TMEM63A, TMEM80, TNFSF10, TNFSF12-TNFSF13, TNFSF13, TRAPPC3, UBE2L3, USP19, USP34, WSB1, XIAP, XRCC5, ZNF106",25.3,12.88,0,0
"1249","FLUMIST (D7)","FLUMIST (D1)",0.002,4,2399,11,2445,15,"RORA, MTCH2, TRAPPC6B, DSCC1",0.16,26.67,3.43627320329861e-27,26.4639123145823
"1250","FLUMIST (D7)","FLUENZ (D3-4)",0,1,2402,5,2445,6,"FASLG",0.04,16.67,8.93006780656011e-15,14.0491452434739
"1251","FLUMIST (D7)","FLUMIST (D30)",0,2,2401,13,2445,15,", DSCC1",0.08,13.33,7.06732179527497e-33,32.1507451335713
"1252","FLUMIST (D7)","FLUENZ (D6-7)",0.001,3,2400,6,2445,9,"CXCL8, RIPK2, SOCS1",0.12,33.33,3.11384680677066e-16,15.5067027574104
"1253","FLUMIST (D7)","MENACTRA (D3)",0.002,4,2399,42,2445,48,"C5AR1, IL1B, CXCL8, C3AR1",0.16,8.33,1.60862378684997e-86,85.7935455136384
"1254","FLUMIST (D7)","MENACTRA (D7)",0,2,2401,12,2445,14,", PDIA6",0.08,14.29,1.13830996382564e-30,29.9437394626779
"1255","FLUMIST (D7)","WETVAX (D2-4)",0.01,26,2377,75,2445,101,"ANXA3, AQP9, ATG2A, BCL2A1, BCL6, CXCR1, FPR1, GAB2, HBB, ICAM1, LIMK2, MCL1, MXD1, NAMPT, NFIL3, PFKFB3, SOCS3, SOD2, ZNFX1, ADSL, FNTA, GLIPR1, RNASE6, CXCL10, IFIT3, MX1",1.06,25.74,2.00633579377458e-121,120.697596378804
"1256","FLUMIST (D7)","WETVAX (D5-7)",0.033,92,2311,382,2445,520,"AQP9, BACH1, BCL2A1, BCL6, OSER1, CAMK2D, DBF4, DHRS3, , ETF1, FPR1, FPR2, GK, HINT1, ICAM1, IFIT5, IFITM1, IFITM2, ITPKB, LIMK2, MAX, MCL1, PFKFB3, RIPK2, SOCS3, SOD2, ZNFX1, ADAP2, ADH5, ADSL, ALDH3B1, ANXA2, ANXA4, AP1S2, ATP2B4, BAZ1A, KIAA0930, C3AR1, CAPG, CASP1, CD163, CD1C, CD2, CDC25B, CTNNA1, CTSB, ECI2, EIF2S1, EIF4A1, ESYT1, RETREG3, FKBP15, GLB1, GLS, GZMA, HADH, IL7R, KLHL8, KMT2A, LAT, LCK, LILRB1, MNDA, MRPS21, MS4A6A, NUP62, OGT, PHF20, PPP1R21, PSAP, PYHIN1, RGS14, RNASE6, RPA2, SAE1, SCARB2, SLC43A3, SPTLC2, TARP, TCF7L2, TFEC, TGOLN2, TNFSF13, TRAF3IP3, TXK, XIAP, CXCL10, IFI6, IFIT3, MX1, TNFSF10, OAS2",3.76,17.69,0,0
"1257","FLUMIST (D7)","WETVAX (D50-60)",0.05,130,2273,183,2445,314,"ADORA2A, AREG, ARID5A, ATG2A, BCL2A1, BTG3, CD55, CDKN1B, CLEC2B, CLU, CREM, CXCR4, DCTN6, DNTTIP2, DUSP12, EIF1B, , ETF1, G0S2, GADD45A, HBP1, HERPUD1, HIF1A, HSPA13, IDS, IFNGR1, CXCL8, INSIG1, IRS2, JARID2, LITAF, MCL1, MXD1, MXI1, NAMPT, NR4A2, P2RY10, PDE4B, PER1, PFKFB3, PIK3R1, PIM3, PPM1A, PPM1B, PTP4A1, RBBP6, RIPK2, RNF103, RSRC2, S100P, SAR1A, SBDS, SLC7A5, SMNDC1, SNIP1, SOD2, SRGN, STRAP, THBD, TRIM13, TRIM23, ZBTB1, ZNF267, ZNF281, ZNF326, ZNF394, ANKLE2, ATM, ATP6V1C1, BTN3A2, BTN3A3, KIAA0930, C3AR1, CACNA2D3, CCR2, CCT3, CD1C, CISD3, COMT, CRTAM, CSF1R, CSNK1A1, CSNK2A1, CX3CR1, DDX23, DOK2, FKBP15, GLB1, HEXA, HSD17B4, ICAM2, ING4, KCNE3, LAIR1, LAT, LMAN2, LPXN, LUC7L3, MCM3, METTL13, NBR1, NUP62, PAAF1, PHB1, PSEN1, PTPN22, PTPN6, RGS14, RGS3, RPA2, ENTR1, SEC63, MTREX, SNRNP40, SPOP, STYXL1, SUPT16H, TLR5, TMED10, TNFSF13, USP48, UTP14A, VAMP8, VIPAS39, VPS35, VPS45, VPS72, ZKSCAN1, TNFSF10, MYBPH",5.32,41.4,2.29826648114202e-195,194.638599616823
"1258","FLUMIST (D7)","MVA85A (D2)",0.005,13,2390,54,2445,67,"BCL2A1, , FPR2, ICAM1, IFITM2, C3AR1, CASP1, RNASE2, CXCL10, IFI6, IFIT3, MX1, TNFSF10",0.53,19.4,8.72141810326366e-99,98.0594128930091
"1259","FLUMIST (D7)","ZOSTAVAX (D1)",0.001,3,2400,11,2445,14,"DUSP11, EXOSC10, TARP",0.12,21.43,9.16339520879626e-28,27.03794358231
"1260","FLUMIST (D7)","ZOSTAVAX (D3)",0.001,2,2401,5,2445,7,"KDELR2, MX1",0.08,28.57,3.12552373229606e-14,13.5050771991237
"1261","FLUMIST (D7)","YF VAX (ANY)",0,1,2402,28,2445,29,"PYCR2",0.04,3.45,1.63059154685602e-64,63.7876548134307
"1262","FLUMIST (D7)","YF17D (D3)",0.003,8,2395,38,2445,94,"C3AR1, PNPT1, SAMD9L, CXCL10, IFI6, IFIT3, MX1, OAS2",0.33,8.51,3.4134566849837e-76,75.4668056037518
"1263","FLUMIST (D7)","YF VAX (D4-7)",0.03,87,2316,514,2445,601,"AMD1, BEX4, AKIP1, CHMP2B, DUSP11, DYNLT1, FOXO3, FPR2, GUK1, H2AZ2, IFIT5, IFITM1, IFITM2, JUND, KLHL28, MAD2L1BP, MNT, MTMR14, NCOA1, NRBF2, P2RY10, PIM3, PTP4A1, PTPN2, RAB11FIP4, RMND5A, TUBA1A, ZCCHC2, ZNF24, ACAA1, ADCY9, ANXA2, APAF1, ARHGAP27, ATG3, ATP6V0E1, GATD3, CACNA2D3, CCM2, CCT3, CCT4, CCT5, CCT7, CD244, CD53, CLPTM1L, CSF1R, CTBP2, CX3CR1, DENND4B, DOCK10, EIF4A1, GSTK1, HADHA, KDELR1, KRTCAP2, MMS19, MPEG1, MS4A7, MYO1G, NEK7, NOTCH2, PDHA1, PMM2, PREB, PSTPIP1, PYCR2, PYHIN1, RGS14, RPS27A, SAMD9L, SCFD1, SRSF1, MTREX, SNX5, SSR1, STAT6, TDRD7, TMEM63A, TXNDC15, VPS35, YEATS2, IFI6, IFIT3, MX1, TNFSF10, OAS2",3.56,14.48,0,0
"1264","FLUMIST (D7)","STAMARIL (D10)",0.017,46,2357,257,2445,303,"ABCA1, ABHD5, CUL1, DUSP5, , FAM8A1, FBXO7, HAVCR2, HECA, IFIT5, IFITM1, IL1R2, IRS2, MAD2L1BP, MEF2D, MKRN1, NUB1, PHF11, RFLNB, RUBCNL, SNCA, SOCS1, TOPORS, ZC3HAV1, ABI3, ADAP2, APOBEC3F, ASCL2, CASP1, CX3CR1, DCAF6, GALM, GLS, IFI16, LGALS3, PRF1, SAMD9L, SCARB2, SP140, TDRD7, UBA7, IFI6, IFIT3, MX1, TNFSF10, OAS2",1.88,15.18,3.49161694526735e-311,310.456973407487
"1265","FLUMIST (D7)","STAMARIL (D14)",0.003,7,2396,63,2445,70,"DUSP5, TENT5C, SLC7A5, ATM, MYDGF, PDIA4, SP140",0.29,10,1.06488483547948e-117,116.972697357502
"1266","FLUMIST (D7)","STAMARIL (D28)",0.002,4,2399,36,2445,40,"CSRNP1, ATM, IL7R, MX1",0.16,10,5.06450097513396e-76,75.2954633409103
"1267","FLUMIST (D7)","STAMARIL (D3)",0.021,55,2348,268,2445,323,"ABCA1, ABHD5, BCL6, CSRNP1, DUSP5, GPR183, HAVCR2, IFIT5, IFITM1, IRS2, KLHDC2, KLHL2, MAD2L1BP, NAMPT, NUB1, PHF11, PLAGL2, RFLNB, RUBCNL, SERTAD1, SLC3A2, TOPORS, ZC3HAV1, ZNF281, ZNFX1, ABI3, ADAP2, ALDH3B1, ANKFY1, APOBEC3F, ASCL2, C3AR1, CASP1, CSF1R, CX3CR1, DPYSL2, EEF1A1, GALM, GIMAP8, GLS, IFI16, KIAA0319L, LILRB1, MS4A7, RPS27A, SAMD9L, SCARB2, SP140, TDRD7, UBA7, IFI6, IFIT3, MX1, TNFSF10, OAS2",2.25,17.03,2.62263908245149e-314,313.581261471241
"1268","FLUMIST (D7)","STAMARIL (D60)",0.006,14,2389,70,2445,84,"ADIPOR1, YBX3, FBXO7, GUK1, GYPC, HAVCR2, HBQ1, NUB1, PLAGL2, UBXN6, ADAP2, CD163, DCAF6, SCARB2",0.57,16.67,3.03686920144824e-122,121.517573912827
"1269","FLUMIST (D7)","STAMARIL (D7)",0.029,82,2321,401,2445,483,"ABCA1, ABHD5, BCL6, CMTM2, CSRNP1, CUL1, DUSP5, DYNLT1, , FAM8A1, FBXO7, GPR183, HAVCR2, HECA, HINT1, IFIT5, IFITM1, IL1R2, IRS2, KLHDC2, KLHL2, MAD2L1BP, MEF2D, MGAM, MKRN1, MME, NAMPT, NUB1, PHF11, PLAGL2, PPBP, RFLNB, RNF11, RPS24, RUBCNL, SERTAD1, SLC25A37, SLC3A2, SOCS1, TNFAIP6, TOPORS, ZC3HAV1, ZNF281, ZNFX1, ABI3, ADAP2, ALDH3B1, ANKFY1, APOBEC3F, ASCL2, ATM, C3AR1, CD163, CSF1R, CX3CR1, DCAF6, DPYSL2, EEF1A1, GALM, GIMAP8, GLS, IFI16, IL7R, KIAA0319L, LILRB1, MBP, MS4A7, MYDGF, PRF1, RPS27A, SAMD9L, SCARB2, SP140, STAB1, TDRD7, UBA7, CXCL10, IFI6, IFIT3, MX1, TNFSF10, OAS2",3.35,16.98,0,0
"1270","FLUMIST (D1)","RVSV ZEBOV (D7)",0,0,10,15,10,15,"",0,0,3.0592640634369e-07,6.51438303483488
"1271","FLUMIST (D1)","LVS F TULARENSIS (H18)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"1272","FLUMIST (D1)","LVS F TULARENSIS (H192)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"1273","FLUMIST (D1)","LVS F TULARENSIS (H336)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"1274","FLUMIST (D1)","LVS F TULARENSIS (H48)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"1275","FLUMIST (D1)","CN54GP140 (D1)",0,0,172,15,174,15,"",0,0,1.94665766301909e-22,21.710710416294
"1276","FLUMIST (D1)","CN54GP140 (D3)",0,0,74,15,74,15,"",0,0,2.62033483977385e-17,16.5816432087663
"1277","FLUMIST (D1)","CN54GP140 (D7)",0,0,49,15,49,15,"",0,0,6.26884572283293e-15,14.2028124180773
"1278","FLUMIST (D1)","CN54GP140 (H6)",0,0,100,15,100,15,"",0,0,4.17218429857388e-19,18.3796365156612
"1279","FLUMIST (D1)","HIV-1 GAG-POL NEF (D1)",0.001,2,2024,13,2029,15,"RORA, MFSD12",0.1,13.33,6.45198360649581e-32,31.1903067447576
"1280","FLUMIST (D1)","HIV-1 GAG-POL NEF (D3)",0,0,142,15,142,15,"",0,0,3.00493450131465e-21,20.5221649898934
"1281","FLUMIST (D1)","HPV-VLP (M2)",0,0,610,15,612,15,"",0,0,1.78579535478527e-30,29.7481683110576
"1282","FLUMIST (D1)","INFLUENZA (D1)",0,0,26,15,26,15,"",0,0,1.57648452879791e-11,10.8023102869463
"1283","FLUMIST (D1)","PANDEMRIX (D1)",0,0,21,15,21,15,"",0,0,1.79600844164199e-10,9.74569162638257
"1284","FLUMIST (D1)","FLUARIX FLUVIRIN (D3)",0.002,2,1053,13,1061,15,"RORA, MTCH2",0.19,13.33,2.99147886708193e-28,27.5241140608287
"1285","FLUMIST (D1)","INFLUENZA (D3)",0,0,40,15,40,15,"",0,0,8.40357282801132e-14,13.0755360318435
"1286","FLUMIST (D1)","PANDEMRIX (D3)",0,0,5,15,5,15,"",0,0,6.44994840041281e-05,4.19044375970669
"1287","FLUMIST (D1)","PANDEMRIX (D30)",0,0,6,15,6,15,"",0,0,1.84284240011794e-05,4.73451180405697
"1288","FLUMIST (D1)","FLUARIX FLUVIRIN (D7)",0,0,848,15,860,15,"",0,0,1.34733664277538e-32,31.8705238787883
"1289","FLUMIST (D1)","INFLUENZA (D7)",0,0,72,15,72,15,"",0,0,3.79904895688793e-17,16.4203251098227
"1290","FLUMIST (D1)","PANDEMRIX (D7)",0,0,33,15,33,15,"",0,0,9.14695431484193e-13,12.0387234900263
"1291","FLUMIST (D1)","INACTIVATED INFLUENZA (D0)",0,0,5,15,5,15,"",0,0,6.44994840041281e-05,4.19044375970669
"1292","FLUMIST (D1)","FLUZONE (D1)",0,0,12,15,13,15,"",0,0,5.75246234150529e-08,7.24014621575884
"1293","FLUMIST (D1)","FLUZONE (D30)",0,0,16,15,16,15,"",0,0,3.32734195504199e-09,8.47790256385727
"1294","FLUMIST (D1)","FLUZONE (D7)",0,0,23,15,23,15,"",0,0,6.46358656807143e-11,10.1895264302266
"1295","FLUMIST (D1)","FLUMIST (D3)",0.002,2,1236,13,1245,15,"RORA, CHTF8",0.16,13.33,3.7869846426406e-29,28.4217064560701
"1296","FLUMIST (D1)","FLUMIST (D7)",0.002,4,2399,11,2445,15,"RORA, MTCH2, TRAPPC6B, DSCC1",0.16,26.67,3.43627320329861e-27,26.4639123145823
"1297","FLUMIST (D1)","FLUENZ (D3-4)",0,0,15,6,15,6,"",0,0,1.84284240011794e-05,4.73451180405697
"1298","FLUMIST (D1)","FLUMIST (D30)",0.074,2,13,13,15,15,"DSCC1, FLVCR1",13.33,13.33,2.8310332523551e-06,5.54805502952945
"1299","FLUMIST (D1)","FLUENZ (D6-7)",0,0,15,9,15,9,"",0,0,7.64816015859226e-07,6.11644302616284
"1300","FLUMIST (D1)","MENACTRA (D3)",0,0,15,46,15,48,"",0,0,1.41763562850689e-14,13.8484353804814
"1301","FLUMIST (D1)","MENACTRA (D7)",0,0,15,14,15,14,"",0,0,1.28934500757877e-08,7.88963085701494
"1302","FLUMIST (D1)","WETVAX (D2-4)",0,0,15,101,15,101,"",0,0,3.63267770824108e-19,18.4397731311055
"1303","FLUMIST (D1)","WETVAX (D5-7)",0,0,15,474,15,520,"",0,0,7.43114550605233e-29,28.1289442348785
"1304","FLUMIST (D1)","WETVAX (D50-60)",0,0,15,313,15,314,"",0,0,3.30760994463216e-26,25.4804857109943
"1305","FLUMIST (D1)","MVA85A (D2)",0,0,15,67,15,67,"",0,0,1.00327966443881e-16,15.9985779904163
"1306","FLUMIST (D1)","ZOSTAVAX (D1)",0,0,15,14,15,14,"",0,0,1.28934500757877e-08,7.88963085701494
"1307","FLUMIST (D1)","ZOSTAVAX (D3)",0,0,15,7,15,7,"",0,0,5.86358945492071e-06,5.23183644486492
"1308","FLUMIST (D1)","YF VAX (ANY)",0,0,15,29,15,29,"",0,0,4.34949748431557e-12,11.3615609160098
"1309","FLUMIST (D1)","YF17D (D3)",0,0,15,46,15,94,"",0,0,1.41763562850689e-14,13.8484353804814
"1310","FLUMIST (D1)","YF VAX (D4-7)",0,0,15,601,15,601,"",0,0,2.22537992662554e-30,29.6525958336936
"1311","FLUMIST (D1)","STAMARIL (D10)",0,0,15,303,15,303,"",0,0,5.31768379290166e-26,25.2742774908256
"1312","FLUMIST (D1)","STAMARIL (D14)",0,0,15,70,15,70,"",0,0,5.56034512821507e-17,16.2548982511108
"1313","FLUMIST (D1)","STAMARIL (D28)",0,0,15,40,15,40,"",0,0,8.40357282801132e-14,13.0755360318435
"1314","FLUMIST (D1)","STAMARIL (D3)",0,0,15,323,15,323,"",0,0,2.08753969434185e-26,25.6803652577032
"1315","FLUMIST (D1)","STAMARIL (D60)",0,0,15,84,15,84,"",0,0,4.64386866300303e-18,17.3331200713925
"1316","FLUMIST (D1)","STAMARIL (D7)",0,0,15,483,15,483,"",0,0,5.63027294628214e-29,28.2494705507631
"1317","FLUENZ (D3-4)","RVSV ZEBOV (D7)",0,0,10,6,10,6,"",0,0,0.000124875124875125,3.90352406447126
"1318","FLUENZ (D3-4)","LVS F TULARENSIS (H18)",0.012,1,77,5,78,6,"TLR1",1.28,16.67,2.06651448853974e-07,6.68476154548956
"1319","FLUENZ (D3-4)","LVS F TULARENSIS (H192)",0.012,1,77,5,78,6,"TLR1",1.28,16.67,2.06651448853974e-07,6.68476154548956
"1320","FLUENZ (D3-4)","LVS F TULARENSIS (H336)",0.012,1,77,5,78,6,"TLR1",1.28,16.67,2.06651448853974e-07,6.68476154548956
"1321","FLUENZ (D3-4)","LVS F TULARENSIS (H48)",0.012,1,77,5,78,6,"TLR1",1.28,16.67,2.06651448853974e-07,6.68476154548956
"1322","FLUENZ (D3-4)","CN54GP140 (D1)",0,0,172,6,174,6,"",0,0,2.46486512359843e-11,10.6082068401513
"1323","FLUENZ (D3-4)","CN54GP140 (D3)",0,0,74,6,74,6,"",0,0,3.3277848067988e-09,8.47784476538657
"1324","FLUENZ (D3-4)","CN54GP140 (D7)",0,0,49,6,49,6,"",0,0,3.44950400444296e-08,7.46224334655549
"1325","FLUENZ (D3-4)","CN54GP140 (H6)",0,0,100,6,100,6,"",0,0,5.86199201535019e-10,9.23195477745195
"1326","FLUENZ (D3-4)","HIV-1 GAG-POL NEF (D1)",0.001,3,2023,3,2029,6,"CD3G, CD8A, TLR1",0.15,50,1.43872403754674e-08,7.84202250034003
"1327","FLUENZ (D3-4)","HIV-1 GAG-POL NEF (D3)",0.007,1,141,5,142,6,"TLR1",0.7,16.67,1.12355871853814e-08,7.94940422589663
"1328","FLUENZ (D3-4)","HPV-VLP (M2)",0.003,2,608,4,612,6,"FASLG, TLR1",0.33,33.33,2.55788504471411e-09,8.59211897728041
"1329","FLUENZ (D3-4)","INFLUENZA (D1)",0,0,26,6,26,6,"",0,0,1.10351890107174e-06,5.95722022384273
"1330","FLUENZ (D3-4)","PANDEMRIX (D1)",0.038,1,20,5,21,6,"TLR1",4.76,16.67,9.12131346913954e-05,4.03994261876299
"1331","FLUENZ (D3-4)","FLUARIX FLUVIRIN (D3)",0,0,1055,6,1061,6,"",0,0,5.11906582340818e-16,15.2908092860467
"1332","FLUENZ (D3-4)","INFLUENZA (D3)",0,0,40,6,40,6,"",0,0,1.06759829564337e-07,6.97159212820906
"1333","FLUENZ (D3-4)","PANDEMRIX (D3)",0,0,5,6,5,6,"",0,0,0.00216450216450217,2.66464197555613
"1334","FLUENZ (D3-4)","PANDEMRIX (D30)",0,0,6,6,6,6,"",0,0,0.00216450216450217,2.66464197555613
"1335","FLUENZ (D3-4)","FLUARIX FLUVIRIN (D7)",0,0,848,6,860,6,"",0,0,1.88899071733092e-15,14.7237701762348
"1336","FLUENZ (D3-4)","INFLUENZA (D7)",0,0,72,6,72,6,"",0,0,3.89329877433698e-09,8.40968226695562
"1337","FLUENZ (D3-4)","PANDEMRIX (D7)",0,0,33,6,33,6,"",0,0,3.0650185448947e-07,6.51356689343885
"1338","FLUENZ (D3-4)","INACTIVATED INFLUENZA (D0)",0,0,5,6,5,6,"",0,0,0.00216450216450217,2.66464197555613
"1339","FLUENZ (D3-4)","FLUZONE (D1)",0,0,12,6,13,6,"",0,0,5.38677009265244e-05,4.26867155974699
"1340","FLUENZ (D3-4)","FLUZONE (D30)",0,0,16,6,16,6,"",0,0,1.34024901826759e-05,4.87281450222325
"1341","FLUENZ (D3-4)","FLUZONE (D7)",0,0,23,6,23,6,"",0,0,2.10517451896763e-06,5.67671189532336
"1342","FLUENZ (D3-4)","FLUMIST (D3)",0,0,1238,6,1245,6,"",0,0,1.96632191059387e-16,15.7063453814428
"1343","FLUENZ (D3-4)","FLUMIST (D7)",0,1,2402,5,2445,6,"FASLG",0.04,16.67,8.93006780656011e-15,14.0491452434739
"1344","FLUENZ (D3-4)","FLUMIST (D1)",0,0,15,6,15,6,"",0,0,1.84284240011794e-05,4.73451180405697
"1345","FLUENZ (D3-4)","FLUMIST (D30)",0,0,6,15,6,15,"",0,0,1.84284240011794e-05,4.73451180405697
"1346","FLUENZ (D3-4)","FLUENZ (D6-7)",0,0,6,9,6,9,"",0,0,0.0001998001998002,3.69940408181534
"1347","FLUENZ (D3-4)","MENACTRA (D3)",0,0,6,46,6,48,"",0,0,4.91194841275298e-08,7.3087462029773
"1348","FLUENZ (D3-4)","MENACTRA (D7)",0,0,6,14,6,14,"",0,0,2.57997936016511e-05,4.58838376837873
"1349","FLUENZ (D3-4)","WETVAX (D2-4)",0,0,6,101,6,101,"",0,0,5.53328218271374e-10,9.25701718135452
"1350","FLUENZ (D3-4)","WETVAX (D5-7)",0.006,3,3,471,6,520,"CD3G, CD8A, TLR1",50,0.58,1.11265956233536e-06,5.95363769533785
"1351","FLUENZ (D3-4)","WETVAX (D50-60)",0,0,6,313,6,314,"",0,0,7.1635475286786e-13,12.1448718533093
"1352","FLUENZ (D3-4)","MVA85A (D2)",0.014,1,5,66,6,67,"TLR1",16.67,1.49,4.28830442158493e-07,6.36771439217682
"1353","FLUENZ (D3-4)","ZOSTAVAX (D1)",0,0,6,14,6,14,"",0,0,2.57997936016511e-05,4.58838376837873
"1354","FLUENZ (D3-4)","ZOSTAVAX (D3)",0,0,6,7,6,7,"",0,0,0.000582750582750584,3.23451728351269
"1355","FLUENZ (D3-4)","YF VAX (ANY)",0,0,6,29,6,29,"",0,0,6.16082210010104e-07,6.21036133171299
"1356","FLUENZ (D3-4)","YF17D (D3)",0,0,6,46,6,94,"",0,0,4.91194841275298e-08,7.3087462029773
"1357","FLUENZ (D3-4)","YF VAX (D4-7)",0,0,6,601,6,601,"",0,0,1.47558782938385e-14,13.8310349354819
"1358","FLUENZ (D3-4)","STAMARIL (D10)",0,0,6,303,6,303,"",0,0,8.68540502412794e-13,12.0612099244083
"1359","FLUENZ (D3-4)","STAMARIL (D14)",0,0,6,70,6,70,"",0,0,4.57416909989593e-09,8.339687784243
"1360","FLUENZ (D3-4)","STAMARIL (D28)",0,0,6,40,6,40,"",0,0,1.06759829564337e-07,6.97159212820906
"1361","FLUENZ (D3-4)","STAMARIL (D3)",0,0,6,323,6,323,"",0,0,5.94386628517119e-13,12.2259309691441
"1362","FLUENZ (D3-4)","STAMARIL (D60)",0,0,6,84,6,84,"",0,0,1.60612994269024e-09,8.79421932137962
"1363","FLUENZ (D3-4)","STAMARIL (D7)",0,0,6,483,6,483,"",0,0,5.43064588269504e-14,13.2651485154187
"1364","FLUMIST (D30)","RVSV ZEBOV (D7)",0,0,10,15,10,15,"",0,0,3.0592640634369e-07,6.51438303483488
"1365","FLUMIST (D30)","LVS F TULARENSIS (H18)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"1366","FLUMIST (D30)","LVS F TULARENSIS (H192)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"1367","FLUMIST (D30)","LVS F TULARENSIS (H336)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"1368","FLUMIST (D30)","LVS F TULARENSIS (H48)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"1369","FLUMIST (D30)","CN54GP140 (D1)",0,1,171,14,174,15,"",0.57,6.67,3.6402498298457e-20,19.4388688097575
